Botanical Name,Page title,Expected Common Name,Wikipedia Page link,
Hemerocallis minor,Hemerocallis minor,Hemerocallis minor; dwarf daylily; grassleaf lily; small daylily,https://en.wikipedia.org/wiki/Hemerocallis_minor,
Heracleum mantegazzianum,Heracleum mantegazzianum,Heracleum mantegazzianum; giant hogweed; cartwheel-flower; giant cow parsley; giant cow parsnip; hogsbane; wild parsnip; wild rhubarb,https://en.wikipedia.org/wiki/Heracleum_mantegazzianum,
Herniaria hirsuta,Herniaria hirsuta,Herniaria hirsuta; hairy rupturewort,https://en.wikipedia.org/wiki/Herniaria_hirsuta,
Hesperis matronalis,Hesperis matronalis,Hesperis matronalis; dame's rocket; damask-violet; dame's-violet; dames-wort; dame's gilliflower; night-scented gilliflower; queen's gilliflower; rogue's gilliflower; summer lilac; sweet rocket; mother-of-the-evening; winter gilliflower,https://en.wikipedia.org/wiki/Hesperis_matronalis,
Heterotheca camporum,Heterotheca camporum,Heterotheca camporum; lemonyellow false goldenaster,https://en.wikipedia.org/wiki/Heterotheca_camporum,
Heuchera cylindrica,Heuchera,Heuchera; alumroot; coral bells; coral bells,https://en.wikipedia.org/wiki/Heuchera,
Heuchera richardsonii,Heuchera,Heuchera; alumroot; coral bells; coral bells,https://en.wikipedia.org/wiki/Heuchera,
Heuchera villosa,Heuchera,Heuchera; alumroot; coral bells; coral bells,https://en.wikipedia.org/wiki/Heuchera,
Hibiscus dasycalyx,Hibiscus dasycalyx,Hibiscus dasycalyx; Neches River rosemallow,https://en.wikipedia.org/wiki/Hibiscus_dasycalyx,
Hibiscus laevis,Hibiscus laevis,Hibiscus laevis; halberd-leaf rosemallow,https://en.wikipedia.org/wiki/Hibiscus_laevis,
Hibiscus lasiocarpos,Hibiscus lasiocarpos,Hibiscus lasiocarpos; hairy-fruited hibiscus; rosemallow,https://en.wikipedia.org/wiki/Hibiscus_lasiocarpos,
Hibiscus schizopetalus,Hibiscus schizopetalus,Hibiscus schizopetalus; fringed rosemallow; Japanese lantern; coral hibiscus; spider hibiscus,https://en.wikipedia.org/wiki/Hibiscus_schizopetalus,
Hibiscus tiliaceus,Hibiscus tiliaceus,Hibiscus tiliaceus; sea hibiscus; beach hibiscus; coastal; coast; hibiscus; coastal; coast; cottonwood; green cottonwood; native hibiscus; native rosella; cottonwood hibiscus; kurrajong; sea rosemallow; balibago; malabago; malbago; maribago; waru; baru; bebaru; hau; fau; purau; vau tree,https://en.wikipedia.org/wiki/Hibiscus_tiliaceus,
Hibiscus trionum,Hibiscus trionum,Hibiscus trionum; flower-of-an-hour; bladder hibiscus; bladder ketmia; bladder weed; flower-of-the-hour; modesty; puarangi; shoofly; venice mallow,https://en.wikipedia.org/wiki/Hibiscus_trionum,
Hippophae rhamnoides,Hippophae rhamnoides,Hippophae rhamnoides; sea-buckthorn,https://en.wikipedia.org/wiki/Hippophae_rhamnoides,
Hosta lancifolia,not found,not found,not found,
Hyacinthoides hispanica,Hyacinthoides hispanica,Hyacinthoides hispanica; Spanish bluebell,https://en.wikipedia.org/wiki/Hyacinthoides_hispanica,
Hyacinthoides non-scripta,Hyacinthoides non-scripta,Hyacinthoides non-scripta; common bluebell; bluebell,https://en.wikipedia.org/wiki/Hyacinthoides_non-scripta,
Hydrangea paniculata,not found,not found,not found,
Hydrastis canadensis,Goldenseal,Goldenseal; Hydrastis canadensis; orangeroot; yellow puccoon,https://en.wikipedia.org/wiki/Goldenseal,
Hydrocleys nymphoides,Hydrocleys nymphoides,Hydrocleys nymphoides; waterpoppy; water-poppy,https://en.wikipedia.org/wiki/Hydrocleys_nymphoides,
Hydrophyllum virginianum,Hydrophyllum virginianum,Virginia waterleaf; eastern waterleaf; Hydrophyllum virginianum,https://en.wikipedia.org/wiki/Hydrophyllum_virginianum,
Hymenocallis latifolia,Hymenocallis latifolia,Hymenocallis latifolia; mangrove spider-lily; perfumed spider-lily,https://en.wikipedia.org/wiki/Hymenocallis_latifolia,
Hymenocallis liriosme,Hymenocallis liriosme,Hymenocallis liriosme; Texas spider-lily; western marsh spider-lily; Louisiana marsh spider-lily; spring spiderlily,https://en.wikipedia.org/wiki/Hymenocallis_liriosme,
Hypericum androsaemum,Hypericum androsaemum,Hypericum androsaemum; Tutsan; Shrubby St. John's Wort; sweet-amber,https://en.wikipedia.org/wiki/Hypericum_androsaemum,
Hypericum beanii,Hypericum beanii,Hypericum beanii,https://en.wikipedia.org/wiki/Hypericum_beanii,
Hypericum kalmianum,Hypericum kalmianum,Hypericum kalmianum; Kalm's St. Johns wort; Kalm's St. Johnswort,https://en.wikipedia.org/wiki/Hypericum_kalmianum,
Hypericum lissophloeus,Hypericum perforatum,Hypericum perforatum; perforate St John's-wort; common Saint John's wort; St John's wort; Notes:,https://en.wikipedia.org/wiki/Hypericum_perforatum,
Hypericum perforatum,Hypericum perforatum,Hypericum perforatum; perforate St John's-wort; common Saint John's wort; St John's wort; Notes:,https://en.wikipedia.org/wiki/Hypericum_perforatum,
Hypericum prolificum,Hypericum prolificum,Hypericum prolificum; shrubby St. John's wort,https://en.wikipedia.org/wiki/Hypericum_prolificum,
Hypericum sphaerocarpum,Hypericum sphaerocarpum,Hypericum sphaerocarpum; roundseed St. Johnswort; barrens St. John's wort,https://en.wikipedia.org/wiki/Hypericum_sphaerocarpum,
Hypoestes phyllostachya,Hypoestes phyllostachya,Hypoestes phyllostachya; polka dot plant,https://en.wikipedia.org/wiki/Hypoestes_phyllostachya,
Hyssopus officinalis,Hyssopus officinalis,Hyssopus officinalis; hyssop,https://en.wikipedia.org/wiki/Hyssopus_officinalis,
Ilex glabra,Ilex glabra,Ilex glabra; Appalachian tea; dye-leaves; evergreen winterberry; gallberry; inkberry,https://en.wikipedia.org/wiki/Ilex_glabra,
Ilex pedunculosa,not found,not found,not found,
Impatiens balsamina,Impatiens balsamina,Impatiens balsamina; balsam; garden balsam; rose balsam; touch-me-not; spotted snapweed,https://en.wikipedia.org/wiki/Impatiens_balsamina,
Imperata cylindrica,Imperata cylindrica,Imperata cylindrica; cogongrass; kunai grass,https://en.wikipedia.org/wiki/Imperata_cylindrica,
Indigofera amblyantha,Indigofera,Indigofera,https://en.wikipedia.org/wiki/Indigofera,
Indigofera tinctoria,Indigofera tinctoria,Indigofera tinctoria; true indigo,https://en.wikipedia.org/wiki/Indigofera_tinctoria,
Inula britannica,Inula britannica,Inula britannica; British yellowhead; meadow fleabane,https://en.wikipedia.org/wiki/Inula_britannica,
Inula helenium,Elecampane,Elecampane; Inula helenium; horse-heal; elfdock,https://en.wikipedia.org/wiki/Elecampane,
Iodanthus pinnatifidus,Iodanthus,Iodanthus pinnatifidus; purplerocket; Iodanthus,https://en.wikipedia.org/wiki/Iodanthus,
Ipomoea alba,Ipomoea alba,Ipomoea alba; tropical white morning-glory; moonflower; moon vine,https://en.wikipedia.org/wiki/Ipomoea_alba,
Ipomoea aquatica,Ipomoea aquatica,Ipomoea aquatica; water spinach; river spinach; water morning glory; water convolvulus; Chinese spinach; Chinese Watercress; Chinese convolvulus; swamp cabbage; kangkong; the dryland method; wetland method; Taiwan; Bangkok; Indonesia,https://en.wikipedia.org/wiki/Ipomoea_aquatica,
Ipomoea mauritiana,Ipomoea mauritiana,Ipomoea mauritiana; giant potato,https://en.wikipedia.org/wiki/Ipomoea_mauritiana,
Ipomoea pandurata,Ipomoea pandurata,Ipomoea pandurata; man of the earth; wild potato vine; manroot; wild sweet potato; wild rhubarb,https://en.wikipedia.org/wiki/Ipomoea_pandurata,
Ipomopsis rubra,Ipomopsis rubra,Ipomopsis rubra,https://en.wikipedia.org/wiki/Ipomopsis_rubra,
Iresine herbstii,Iresine herbstii,Iresine herbstii; Herbst's bloodleaf,https://en.wikipedia.org/wiki/Iresine_herbstii,
Iresine rhizomatosa,Iresine rhizomatosa,Iresine rhizomatosa,https://en.wikipedia.org/wiki/Iresine_rhizomatosa,
Iris brevicaulis,Iris brevicaulis,Iris brevicaulis,https://en.wikipedia.org/wiki/Iris_brevicaulis,
Iris ensata,Iris ensata,Iris ensata; Japanese iris; Japanese water iris,https://en.wikipedia.org/wiki/Iris_ensata,
Iris foetidissima,Iris foetidissima,Iris foetidissima; stinking iris; gladdon; Gladwin iris; roast-beef plant; stinking gladwin,https://en.wikipedia.org/wiki/Iris_foetidissima,
Iris fulva,Iris fulva,Iris fulva; copper iris,https://en.wikipedia.org/wiki/Iris_fulva,
Iris hexagona,Iris hexagona,Iris hexagona; Dixie iris; Dixie iris; Hexagonae,https://en.wikipedia.org/wiki/Iris_hexagona,
Iris missouriensis,Iris missouriensis,Iris missouriensis; western blue flag; Rocky Mountain iris; Missouri flag,https://en.wikipedia.org/wiki/Iris_missouriensis,
Iris pallida,Iris pallida,Iris pallida; Dalmatian iris; sweet iris,https://en.wikipedia.org/wiki/Iris_pallida,
Iris tectorum,Iris tectorum,Iris tectorum; roof iris; Japanese roof iris; wall iris,https://en.wikipedia.org/wiki/Iris_tectorum,
Isatis tinctoria,Isatis tinctoria,Isatis tinctoria; woad; dyer's woad; glastum; Asp of Jerusalem,https://en.wikipedia.org/wiki/Isatis_tinctoria,
Itea virginica,Itea virginica,Itea virginica; Virginia sweetspire; Virginia willow,https://en.wikipedia.org/wiki/Itea_virginica,
Ixia maculata,Ixia maculata,Ixia maculata; spotted African corn lily,https://en.wikipedia.org/wiki/Ixia_maculata,
Ixora casei,not found,not found,not found,
Jatropha curcas,Jatropha curcas,Jatropha curcas; physic nut; Barbados nut; poison nut; bubble bush; purging nut,https://en.wikipedia.org/wiki/Jatropha_curcas,
Jatropha multifida,Jatropha,Jatropha; physic nut; nettlespurge,https://en.wikipedia.org/wiki/Jatropha,
Jeffersonia diphylla,Jeffersonia,Jeffersonia; twinleaf; rheumatism root,https://en.wikipedia.org/wiki/Jeffersonia,
Juncus dudleyi,Juncus,Juncus; rushes,https://en.wikipedia.org/wiki/Juncus,
Juniperus rigida,Juniperus rigida,Juniperus rigida; temple juniper,https://en.wikipedia.org/wiki/Juniperus_rigida,
Kalanchoe blossfeldiana,Kalanchoe blossfeldiana,Kalanchoe blossfeldiana; flaming Katy; Christmas kalanchoe; florist kalanchoe; Madagascar widow's-thrill,https://en.wikipedia.org/wiki/Kalanchoe_blossfeldiana,
Kalimeris mongolica,Kalimeris,Kalimeris; Kalimeris Asters,https://en.wikipedia.org/wiki/Kalimeris,
Kalopanax septemlobus,Kalopanax,Kalopanax septemlobus; castor aralia; tree aralia; prickly castor oil tree,https://en.wikipedia.org/wiki/Kalopanax,
Kigelia africana,Kigelia,Kigelia; Kigelia africana; sausage tree; cucumber tree,https://en.wikipedia.org/wiki/Kigelia,
Koeleria macrantha,Koeleria macrantha,Koeleria macrantha; prairie Junegrass; crested hair-grass,https://en.wikipedia.org/wiki/Koeleria_macrantha,
Kolkwitzia amabilis,Linnaea amabilis,Linnaea amabilis; Kolkwitzia amabilis; beauty bush,https://en.wikipedia.org/wiki/Linnaea_amabilis,
Kosteletzkya virginica,Kosteletzkya virginica,Kosteletzkya virginica; seashore mallow; sweat weed; Virginia saltmarsh mallow; salt marsh mallow,https://en.wikipedia.org/wiki/Kosteletzkya_virginica,
Laburnum alpinum,Laburnum alpinum,Laburnum alpinum; Scotch laburnum; Scottish laburnum; alpine laburnum,https://en.wikipedia.org/wiki/Laburnum_alpinum,
Laburnum anagyroides,Laburnum anagyroides,Laburnum anagyroides; common laburnum; golden chain; golden rain,https://en.wikipedia.org/wiki/Laburnum_anagyroides,
Laburnum watereri,Laburnum,Laburnum; golden chain; golden rain; common laburnum; alpine laburnum,https://en.wikipedia.org/wiki/Laburnum,
Lactuca floridana,Lactuca floridana,Lactuca floridana; woodland lettuce,https://en.wikipedia.org/wiki/Lactuca_floridana,
Lagenaria siceraria,Calabash,calabash; bottle gourd; white-flowered gourd; long melon; New Guinea bean; Tasmania bean; calabash gourds,https://en.wikipedia.org/wiki/Calabash,
Lamprocapnos spectabilis,Lamprocapnos,Lamprocapnos spectabilis; bleeding heart; Asian bleeding-heart; Dicentra spectabilis,https://en.wikipedia.org/wiki/Lamprocapnos,
Lantana trifolia,Lantana,Lantana; shrub verbenas; lantanas,https://en.wikipedia.org/wiki/Lantana,
Larix kaempferi,Larix kaempferi,Larix kaempferi; Japanese larch; karamatsu; sudden oak death,https://en.wikipedia.org/wiki/Larix_kaempferi,
Larix laricina,Larix laricina,Larix laricina; tamarack; hackmatack; eastern larch; black larch; red larch; American larch,https://en.wikipedia.org/wiki/Larix_laricina,
Lathyrus latifolius,Lathyrus latifolius,Lathyrus latifolius; perennial peavine; perennial pea; broad-leaved everlasting-pea; everlasting pea,https://en.wikipedia.org/wiki/Lathyrus_latifolius,
Lathyrus vernus,Lathyrus vernus,Lathyrus vernus; spring vetchling; spring pea; spring vetch,https://en.wikipedia.org/wiki/Lathyrus_vernus,
Lavatera arborea,Malva arborea,Malva arborea; Lavatera arborea; Malva eriocalyx; tree mallow,https://en.wikipedia.org/wiki/Malva_arborea,
Lavatera trimestris,Lavatera trimestris,Lavatera trimestris; annual mallow; rose mallow; royal mallow; regal mallow; common annual tree mallow,https://en.wikipedia.org/wiki/Lavatera_trimestris,
Leea guineensis,Leea,Leea; Leeoideae; Leeaceae,https://en.wikipedia.org/wiki/Leea,
Leitneria floridana,Leitneria,Leitneria floridana; corkwood; Leitneria,https://en.wikipedia.org/wiki/Leitneria,
Lemna minor,Lemna minor,Lemna minor; common duckweed; lesser duckweed,https://en.wikipedia.org/wiki/Lemna_minor,
Leonurus cardiaca,Leonurus cardiaca,Leonurus cardiaca; motherwort; throw-wort; lion's ear; lion's tail,https://en.wikipedia.org/wiki/Leonurus_cardiaca,
Lespedeza bicolor,Lespedeza bicolor,Lespedeza bicolor; shrubby bushclover; shrub lespedeza; bicolor lespedeza,https://en.wikipedia.org/wiki/Lespedeza_bicolor,
Lespedeza capitata,Lespedeza,Lespedeza; bush clovers; Japanese clovers,https://en.wikipedia.org/wiki/Lespedeza,
Lespedeza japonica,Lespedeza,Lespedeza; bush clovers; Japanese clovers,https://en.wikipedia.org/wiki/Lespedeza,
Lespedeza thunbergii,Lespedeza,Lespedeza; bush clovers; Japanese clovers,https://en.wikipedia.org/wiki/Lespedeza,
Leucanthemella serotina,Leucanthemella,Leucanthemella; autumn ox-eye; giant daisy,https://en.wikipedia.org/wiki/Leucanthemella,
Levisticum officinale,Lovage,Lovage; Levisticum officinale; Levisticum,https://en.wikipedia.org/wiki/Lovage,
Liatris aspera,Liatris aspera,Liatris aspera; rough; button; lacerate; tall prairie blazing star; gayfeather,https://en.wikipedia.org/wiki/Liatris_aspera,
Liatris cylindracea,Liatris cylindracea,Liatris cylindracea; barrelhead blazing star; cylindric; cylindrical blazing star; Ontario blazing star; dwarf blazing star,https://en.wikipedia.org/wiki/Liatris_cylindracea,
Liatris ligulistylis,Liatris,Liatris; blazing star,https://en.wikipedia.org/wiki/Liatris,
Liatris pycnostachya,Liatris pycnostachya,Liatris pycnostachya; prairie blazing star; cattail blazing star,https://en.wikipedia.org/wiki/Liatris_pycnostachya,
Ligularia dentata,Ligularia dentata,Ligularia dentata; summer ragwort; leopardplant,https://en.wikipedia.org/wiki/Ligularia_dentata,
Ligustrum obtusifolium,Ligustrum obtusifolium,Ligustrum obtusifolium; border privet; Amur privet,https://en.wikipedia.org/wiki/Ligustrum_obtusifolium,
Ligustrum ovalifolium,Ligustrum ovalifolium,Ligustrum ovalifolium; Korean privet; California privet; garden privet; oval-leaved privet,https://en.wikipedia.org/wiki/Ligustrum_ovalifolium,
Ligustrum vulgare,Ligustrum vulgare,Ligustrum vulgare; wild privet; common privet; European privet,https://en.wikipedia.org/wiki/Ligustrum_vulgare,
Lilium formosanum,not found,not found,not found,
Lilium henryi,Lilium henryi,Lilium henryi; Tiger Lily; Henry's lily,https://en.wikipedia.org/wiki/Lilium_henryi,
Lilium martagon,Lilium martagon,Lilium martagon; martagon lily; Turk's cap lily; Turk's cap lily; lily of Istanbul; Sultan lily; dragon lily.,https://en.wikipedia.org/wiki/Lilium_martagon,
Lilium michiganense,Lilium michiganense,Lilium michiganense; Michigan lily,https://en.wikipedia.org/wiki/Lilium_michiganense,
Lilium regale,Lilium regale,Lilium regale; regal lily; royal lily; king's lily; Christmas lily,https://en.wikipedia.org/wiki/Lilium_regale,
Lilium superbum,Lilium superbum,Lilium superbum; Turk's cap lily; turban lily; swamp lily; lily royal; American tiger lily,https://en.wikipedia.org/wiki/Lilium_superbum,
Linaria purpurea,Linaria purpurea,Linaria purpurea; purple toadflax,https://en.wikipedia.org/wiki/Linaria_purpurea,
Linaria reticulata,Linaria,Linaria; toadflax,https://en.wikipedia.org/wiki/Linaria,
Lindera benzoin,Lindera benzoin,Lindera benzoin; spicebush; common spicebush; northern spicebush; wild allspice; Benjamin bush,https://en.wikipedia.org/wiki/Lindera_benzoin,
Linum perenne,Linum perenne,Linum perenne; perennial flax; blue flax ; lint,https://en.wikipedia.org/wiki/Linum_perenne,
Liquidambar orientalis,Liquidambar orientalis,Liquidambar orientalis; oriental sweetgum; Turkish sweetgum,https://en.wikipedia.org/wiki/Liquidambar_orientalis,
Liriodendron chinense,Liriodendron,Liriodendron; tulip tree; tuliptree; tulip poplar; yellow poplar,https://en.wikipedia.org/wiki/Liriodendron,
Lobelia chinensis,Lobelia chinensis,Lobelia chinensis; Asian lobelia; Chinese Lobelia; Herba Lobellae Chinensis,https://en.wikipedia.org/wiki/Lobelia_chinensis,
Lobelia speciosa,Lobelia,Lobelia; lobelias,https://en.wikipedia.org/wiki/Lobelia,
Lonicera flava,Lonicera flava,Lonicera flava; yellow honeysuckle,https://en.wikipedia.org/wiki/Lonicera_flava,
Lonicera involucrata,Lonicera involucrata,Lonicera involucrata; bearberry honeysuckle; bracted honeysuckle; twinberry honeysuckle; Californian Honeysuckle; twin-berry; black twinberry,https://en.wikipedia.org/wiki/Lonicera_involucrata,
Lonicera maackii,Lonicera maackii,Lonicera maackii; Amur honeysuckle,https://en.wikipedia.org/wiki/Lonicera_maackii,
Lonicera morrowii,Lonicera morrowii,Lonicera morrowii; Morrow's honeysuckle,https://en.wikipedia.org/wiki/Lonicera_morrowii,
Lonicera periclymenum,Lonicera periclymenum,Lonicera periclymenum; honeysuckle; common honeysuckle; European honeysuckle; woodbine,https://en.wikipedia.org/wiki/Lonicera_periclymenum,
Lonicera standishii,not found,not found,not found,
Lonicera xylosteum,Lonicera xylosteum,Lonicera xylosteum; fly honeysuckle; European fly honeysuckle; dwarf honeysuckle; fly woodbine,https://en.wikipedia.org/wiki/Lonicera_xylosteum,
